Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Country,City,State,Product ID,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,ind1,ind2,Month,Year,Region_East,Region_South,Region_West,Category_Office Supplies,Category_Technology,Segment_Corporate,Segment_Home Office,Predicted_Sales
6275,US-2019-139087,2019-07-17,22-07-2019,Second Class,DK-13375,Dennis Kane,United States,Seattle,Washington,TEC-AC-10004595,Accessories,First Data TMFD35 PIN Pad,428.4,3,89.964,,COD,,,7,2019,False,False,True,False,True,False,False,432.02858000000043
6276,US-2019-139087,2019-07-17,22-07-2019,Second Class,DK-13375,Dennis Kane,United States,Seattle,Washington,FUR-FU-10004164,Furnishings,"Eldon 300 Class Desk Accessories, Black",24.75,5,10.89,,COD,,,7,2019,False,False,True,False,False,False,False,53.435559999999995
6277,US-2019-139087,2019-07-17,22-07-2019,Second Class,DK-13375,Dennis Kane,United States,Seattle,Washington,OFF-LA-10001074,Labels,Round Specialty Laser Printer Labels,87.71,7,41.2237,,Online,,,7,2019,False,False,True,True,False,False,False,135.14297999999985
6278,US-2019-139087,2019-07-17,22-07-2019,Second Class,DK-13375,Dennis Kane,United States,Seattle,Washington,OFF-ST-10000604,Storage,Home/Office Personal File Carts,69.52,2,17.38,,Online,,,7,2019,False,False,True,True,False,False,False,127.94205999999998
6279,US-2019-139087,2019-07-17,22-07-2019,Second Class,DK-13375,Dennis Kane,United States,Seattle,Washington,TEC-PH-10000148,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,20.784,2,-4.6764,,Online,,,7,2019,False,False,True,False,True,False,False,52.86754
6280,US-2019-139087,2019-07-17,22-07-2019,Second Class,DK-13375,Dennis Kane,United States,Seattle,Washington,OFF-BI-10000042,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",12.816,3,4.1652,,Online,,,7,2019,False,False,True,True,False,False,False,41.54783999999996
7842,CA-2019-116603,2019-07-17,22-07-2019,Standard Class,AT-10735,Annie Thurman,United States,New York City,New York,OFF-AP-10002892,Appliances,Belkin F5C206VTEL 6 Outlet Surge,45.96,2,13.788,,COD,,,7,2019,True,False,False,True,False,False,False,85.49163999999995
1201,CA-2019-114727,2019-07-18,24-07-2019,Standard Class,LS-16945,Linda Southworth,United States,Denver,Colorado,FUR-CH-10002335,Chairs,Hon GuestStacker Chair,544.008,3,40.8006,,COD,,,7,2019,False,False,True,False,False,True,False,428.1559200000006
1202,CA-2019-114727,2019-07-18,24-07-2019,Standard Class,LS-16945,Linda Southworth,United States,Denver,Colorado,OFF-BI-10004967,Binders,Round Ring Binders,1.872,3,-1.4352,,COD,,,7,2019,False,False,True,True,False,True,False,56.76232000000002
1203,CA-2019-114727,2019-07-18,24-07-2019,Standard Class,LS-16945,Linda Southworth,United States,Denver,Colorado,FUR-CH-10002331,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,854.352,3,10.6794,,COD,,,7,2019,False,False,True,False,False,True,False,138.1580799999998
1204,CA-2019-114727,2019-07-18,24-07-2019,Standard Class,LS-16945,Linda Southworth,United States,Denver,Colorado,OFF-ST-10002292,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",593.568,2,0.0,,COD,,,7,2019,False,False,True,True,False,True,False,276.13660400000003
1205,CA-2019-114727,2019-07-18,24-07-2019,Standard Class,LS-16945,Linda Southworth,United States,Denver,Colorado,OFF-ST-10000689,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,-33.804,,Online,,,7,2019,False,False,True,True,False,True,False,298.3414000000004
1842,CA-2019-157763,2019-07-18,23-07-2019,Standard Class,KH-16330,Katharine Harms,United States,Bowling Green,Kentucky,FUR-CH-10000988,Chairs,Hon Olson Stacker Stools,140.81,1,39.4268,,COD,,,7,2019,False,True,False,False,False,True,False,184.1057400000001
3661,CA-2019-161676,2019-07-18,23-07-2019,Standard Class,JP-15460,Jennifer Patt,United States,Glendale,Arizona,OFF-SU-10004782,Supplies,"Elite 5"" Scissors",33.8,5,4.225,,COD,,,7,2019,False,False,True,True,False,True,False,57.02916000000007
4730,CA-2019-124681,2019-07-18,23-07-2019,Second Class,SV-20935,Susan Vittorini,United States,Dallas,Texas,TEC-AC-10000487,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,15.576,3,3.3099,,COD,,,7,2019,False,False,False,False,True,False,False,72.15884000000001
6848,CA-2019-162110,2019-07-18,22-07-2019,Standard Class,NP-18670,Nora Paige,United States,Phoenix,Arizona,TEC-PH-10001924,Phones,iHome FM Clock Radio with Lightning Dock,55.992,1,3.4995,,Online,,,7,2019,False,False,True,False,True,False,False,80.35422000000007
8139,CA-2019-102561,2019-07-18,22-07-2019,Standard Class,NK-18490,Neil Knudson,United States,Philadelphia,Pennsylvania,OFF-AR-10001545,Art,Newell 326,11.264,8,1.2672,,Online,,,7,2019,True,False,False,True,False,False,True,81.46751999999998
8140,CA-2019-102561,2019-07-18,22-07-2019,Standard Class,NK-18490,Neil Knudson,United States,Philadelphia,Pennsylvania,OFF-ST-10001476,Storage,Steel Personal Filing/Posting Tote,284.08,10,24.857,,COD,,,7,2019,True,False,False,True,False,False,True,200.398
8141,CA-2019-102561,2019-07-18,22-07-2019,Standard Class,NK-18490,Neil Knudson,United States,Philadelphia,Pennsylvania,OFF-PA-10004971,Paper,Xerox 196,18.496,4,6.7048,,Online,,,7,2019,True,False,False,True,False,False,True,42.08922000000006
5985,CA-2019-163776,2019-07-19,25-07-2019,Standard Class,JS-16030,Joy Smith,United States,Hattiesburg,Mississippi,FUR-FU-10001185,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58,6,76.0878,,COD,,,7,2019,False,True,False,False,False,False,False,535.0087000000002
5986,CA-2019-163776,2019-07-19,25-07-2019,Standard Class,JS-16030,Joy Smith,United States,Hattiesburg,Mississippi,OFF-BI-10003007,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",77.56,2,35.6776,,Online,,,7,2019,False,True,False,True,False,False,False,84.69114000000012
5987,CA-2019-163776,2019-07-19,25-07-2019,Standard Class,JS-16030,Joy Smith,United States,Hattiesburg,Mississippi,OFF-ST-10002485,Storage,Rogers Deluxe File Chest,87.92,4,0.8792,,COD,,,7,2019,False,True,False,True,False,False,False,91.48840000000001
5988,CA-2019-163776,2019-07-19,25-07-2019,Standard Class,JS-16030,Joy Smith,United States,Hattiesburg,Mississippi,OFF-PA-10001033,Paper,Xerox 1893,245.94,6,120.5106,,COD,,,7,2019,False,True,False,True,False,False,False,384.21852
5989,CA-2019-163776,2019-07-19,25-07-2019,Standard Class,JS-16030,Joy Smith,United States,Hattiesburg,Mississippi,OFF-BI-10000404,Binders,Avery Printable Repositionable Plastic Tabs,8.6,1,4.042,,Online,,,7,2019,False,True,False,True,False,False,False,44.09069999999998
5990,CA-2019-163776,2019-07-19,25-07-2019,Standard Class,JS-16030,Joy Smith,United States,Hattiesburg,Mississippi,FUR-BO-10003546,Bookcases,Hon 4-Shelf Metal Bookcases,504.9,5,126.225,,COD,,,7,2019,False,True,False,False,False,False,False,542.1602800000006
7278,CA-2019-157217,2019-07-19,21-07-2019,First Class,TC-21535,Tracy Collins,United States,San Francisco,California,TEC-PH-10002070,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,35.984,2,4.498,,Online,,,7,2019,False,False,True,False,True,False,True,77.42729999999999
7279,CA-2019-157217,2019-07-19,21-07-2019,First Class,TC-21535,Tracy Collins,United States,San Francisco,California,TEC-AC-10003095,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,389.97,3,132.5898,,COD,,,7,2019,False,False,True,False,True,False,True,419.8661100000006
7987,CA-2019-137939,2019-07-20,23-07-2019,Second Class,PJ-19015,Pauline Johnson,United States,Long Beach,New York,TEC-PH-10003589,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,89.95,5,43.176,,COD,,,7,2019,True,False,False,False,True,False,False,213.96650000000017
2071,CA-2019-146521,2019-07-21,23-07-2019,Second Class,CC-12610,Corey Catlett,United States,Philadelphia,Pennsylvania,OFF-BI-10000301,Binders,GBC Instant Report Kit,1.941,1,-1.294,,COD,,,7,2019,True,False,False,True,False,True,False,24.268029999999982
5664,CA-2019-141957,2019-07-21,21-07-2019,Same Day,JG-15310,Jason Gross,United States,Newark,Ohio,OFF-AR-10000914,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,18.656,2,1.3992,,COD,,,7,2019,True,False,False,True,False,True,False,37.759579999999985
5665,CA-2019-141957,2019-07-21,21-07-2019,Same Day,JG-15310,Jason Gross,United States,Newark,Ohio,OFF-BI-10001116,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.088,7,-8.1312,,Online,,,7,2019,True,False,False,True,False,True,False,28.071180000000012
5666,CA-2019-141957,2019-07-21,21-07-2019,Same Day,JG-15310,Jason Gross,United States,Newark,Ohio,OFF-ST-10002276,Storage,Safco Steel Mobile File Cart,66.688,1,4.168,,COD,,,7,2019,True,False,False,True,False,True,False,78.85196000000003
5667,CA-2019-141957,2019-07-21,21-07-2019,Same Day,JG-15310,Jason Gross,United States,Newark,Ohio,OFF-ST-10004340,Storage,"Fellowes Mobile File Cart, Black",99.488,2,8.7052,,COD,,,7,2019,True,False,False,True,False,True,False,99.63597999999996
5833,CA-2019-142895,2019-07-21,26-07-2019,Standard Class,BP-11290,Beth Paige,United States,Concord,North Carolina,OFF-LA-10000262,Labels,Avery 494,6.264,3,2.0358,,COD,,,7,2019,False,True,False,True,False,False,False,33.76740000000002
5834,CA-2019-142895,2019-07-21,26-07-2019,Standard Class,BP-11290,Beth Paige,United States,Concord,North Carolina,FUR-CH-10002961,Chairs,"Leather Task Chair, Black",363.92,5,0.0,,COD,,,7,2019,False,True,False,False,False,False,False,886.6319849999986
6560,CA-2019-160941,2019-07-21,26-07-2019,Standard Class,DK-12835,Damala Kotsonis,United States,Roseville,California,OFF-EN-10003001,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,419.9,5,197.353,,COD,,,7,2019,False,False,True,True,False,True,False,517.0709700000006
6561,CA-2019-160941,2019-07-21,26-07-2019,Standard Class,DK-12835,Damala Kotsonis,United States,Roseville,California,OFF-LA-10003766,Labels,Self-Adhesive Removable Labels,3.15,1,1.512,,Online,,,7,2019,False,False,True,True,False,True,False,35.49748000000004
1117,CA-2019-144855,2019-07-22,24-07-2019,Second Class,DL-13495,Dionis Lloyd,United States,San Francisco,California,OFF-LA-10003766,Labels,Self-Adhesive Removable Labels,6.3,2,3.024,,Online,,,7,2019,False,False,True,True,False,True,False,19.10803999999998
1527,CA-2019-122392,2019-07-22,27-07-2019,Standard Class,CJ-12010,Caroline Jumper,United States,Allentown,Pennsylvania,OFF-AR-10002221,Art,12 Colored Short Pencils,4.16,2,0.364,,COD,,,7,2019,True,False,False,True,False,False,False,10.252199999999991
1528,CA-2019-122392,2019-07-22,27-07-2019,Standard Class,CJ-12010,Caroline Jumper,United States,Allentown,Pennsylvania,FUR-FU-10002456,Furnishings,"Master Caster Door Stop, Large Neon Orange",11.648,2,3.3488,,COD,,,7,2019,True,False,False,False,False,False,False,19.94207999999997
4441,US-2019-111290,2019-07-22,26-07-2019,Standard Class,DK-13375,Dennis Kane,United States,Westland,Michigan,TEC-AC-10004975,Accessories,Plantronics Audio 995 Wireless Stereo Headset,109.95,1,36.2835,,COD,,,7,2019,False,False,False,False,True,False,False,165.50092000000024
4442,US-2019-111290,2019-07-22,26-07-2019,Standard Class,DK-13375,Dennis Kane,United States,Westland,Michigan,OFF-ST-10001932,Storage,Fellowes Staxonsteel Drawer Files,965.85,5,135.219,,COD,,,7,2019,False,False,False,True,False,False,False,753.26808
4443,US-2019-111290,2019-07-22,26-07-2019,Standard Class,DK-13375,Dennis Kane,United States,Westland,Michigan,OFF-AR-10001761,Art,Avery Hi-Liter Smear-Safe Highlighters,29.2,5,10.512,,COD,,,7,2019,False,False,False,True,False,False,False,49.884899999999945
4444,US-2019-111290,2019-07-22,26-07-2019,Standard Class,DK-13375,Dennis Kane,United States,Westland,Michigan,OFF-PA-10002262,Paper,Xerox 192,32.4,5,15.552,,Online,,,7,2019,False,False,False,True,False,False,False,117.43423999999987
5453,CA-2019-140613,2019-07-22,29-07-2019,Standard Class,KN-16705,Kristina Nunn,United States,Sparks,Nevada,OFF-SU-10004261,Supplies,"Fiskars 8"" Scissors, 2/Pack",86.2,5,24.998,,COD,,,7,2019,False,False,True,True,False,False,True,150.90744000000007
8757,CA-2019-114307,2019-07-22,26-07-2019,Standard Class,MF-17665,Maureen Fritzler,United States,Columbia,Maryland,OFF-AP-10002350,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68,2,10.5504,,COD,,,7,2019,True,False,False,True,False,True,False,92.37246000000003
8758,CA-2019-114307,2019-07-22,26-07-2019,Standard Class,MF-17665,Maureen Fritzler,United States,Columbia,Maryland,OFF-PA-10004100,Paper,Xerox 216,51.84,8,24.8832,,COD,,,7,2019,True,False,False,True,False,True,False,88.52440000000004
8759,CA-2019-114307,2019-07-22,26-07-2019,Standard Class,MF-17665,Maureen Fritzler,United States,Columbia,Maryland,FUR-FU-10000794,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",27.42,3,9.3228,,Online,,,7,2019,True,False,False,False,False,True,False,58.20108000000001
8760,CA-2019-114307,2019-07-22,26-07-2019,Standard Class,MF-17665,Maureen Fritzler,United States,Columbia,Maryland,OFF-BI-10002012,Binders,Wilson Jones Easy Flow II Sheet Lifters,5.4,3,2.592,,COD,,,7,2019,True,False,False,True,False,True,False,14.733120000000007
834,CA-2019-165316,2019-07-23,27-07-2019,Standard Class,JB-15400,Jennifer Braxton,United States,Tampa,Florida,OFF-AR-10002956,Art,Boston 16801 Nautilus Battery Pencil Sharpener,35.216,2,2.6412,,COD,,,7,2019,False,True,False,True,False,True,False,36.280479999999955
835,CA-2019-165316,2019-07-23,27-07-2019,Standard Class,JB-15400,Jennifer Braxton,United States,Tampa,Florida,OFF-AP-10003266,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.696,2,6.5164,,COD,,,7,2019,False,True,False,True,False,True,False,41.50435999999996
836,CA-2019-165316,2019-07-23,27-07-2019,Standard Class,JB-15400,Jennifer Braxton,United States,Tampa,Florida,TEC-MA-10004002,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,265.475,1,-111.4995,,COD,,,7,2019,False,True,False,False,True,True,False,277.6776699999996
4237,CA-2019-162404,2019-07-23,27-07-2019,Standard Class,NF-18475,Neil Französisch,United States,Rockford,Illinois,OFF-BI-10000948,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",11.416,4,-18.8364,,COD,,,7,2019,False,False,False,True,False,False,True,50.37645000000004
7072,CA-2019-112256,2019-07-23,28-07-2019,Standard Class,CK-12205,Chloris Kastensmidt,United States,Mcallen,Texas,OFF-AR-10001216,Art,Newell 339,4.448,2,0.3336,,COD,,,7,2019,False,False,False,True,False,False,False,12.587880000000036
7073,CA-2019-112256,2019-07-23,28-07-2019,Standard Class,CK-12205,Chloris Kastensmidt,United States,Mcallen,Texas,OFF-PA-10004355,Paper,Xerox 231,5.184,1,1.8144,,COD,,,7,2019,False,False,False,True,False,False,False,69.70826000000008
7074,CA-2019-112256,2019-07-23,28-07-2019,Standard Class,CK-12205,Chloris Kastensmidt,United States,Mcallen,Texas,OFF-AR-10001953,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,175.92,5,15.393,,Online,,,7,2019,False,False,False,True,False,False,False,153.45551999999998
7075,CA-2019-112256,2019-07-23,28-07-2019,Standard Class,CK-12205,Chloris Kastensmidt,United States,Mcallen,Texas,OFF-BI-10004364,Binders,Storex Dura Pro Binders,4.752,4,-8.316,,COD,,,7,2019,False,False,False,True,False,False,False,89.16677999999997
7076,CA-2019-112256,2019-07-23,28-07-2019,Standard Class,CK-12205,Chloris Kastensmidt,United States,Mcallen,Texas,OFF-SU-10001165,Supplies,Acme Elite Stainless Steel Scissors,13.344,2,1.0008,,Online,,,7,2019,False,False,False,True,False,False,False,51.20951999999998
8705,CA-2019-111318,2019-07-23,26-07-2019,First Class,IL-15100,Ivan Liston,United States,Houston,Texas,TEC-PH-10004100,Phones,Griffin GC17055 Auxiliary Audio Cable,115.136,8,11.5136,,COD,,,7,2019,False,False,False,False,True,False,False,119.30852000000019
6762,CA-2019-162943,2019-07-24,26-07-2019,Second Class,DB-12970,Darren Budd,United States,New York City,New York,FUR-CH-10001708,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,253.764,2,31.0156,,COD,,,7,2019,True,False,False,False,False,True,False,225.82591999999957
8741,CA-2019-102498,2019-07-24,25-07-2019,First Class,JG-15160,James Galang,United States,Lafayette,Louisiana,OFF-AR-10004456,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,73.2,5,21.228,,COD,,,7,2019,False,True,False,True,False,False,False,128.39931999999996
497,CA-2019-126158,2019-07-25,31-07-2019,Standard Class,SC-20095,Sanjit Chand,United States,Costa Mesa,California,OFF-BI-10002498,Binders,Clear Mylar Reinforcing Strips,119.616,8,40.3704,,COD,,,7,2019,False,False,True,True,False,False,False,133.97576
498,CA-2019-126158,2019-07-25,31-07-2019,Standard Class,SC-20095,Sanjit Chand,United States,Costa Mesa,California,FUR-FU-10004864,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76,4,81.8432,,Online,,,7,2019,False,False,True,False,False,False,False,554.4244200000003
499,CA-2019-126158,2019-07-25,31-07-2019,Standard Class,SC-20095,Sanjit Chand,United States,Costa Mesa,California,FUR-CH-10002602,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2,18.1176,,COD,,,7,2019,False,False,True,False,False,False,False,258.6099099999997
500,CA-2019-126158,2019-07-25,31-07-2019,Standard Class,SC-20095,Sanjit Chand,United States,Costa Mesa,California,FUR-FU-10000073,Furnishings,Deflect-O Glasstique Clear Desk Accessories,69.3,9,22.869,,Online,,,7,2019,False,False,True,False,False,False,False,202.12252500000005
1987,CA-2019-147417,2019-07-25,27-07-2019,First Class,CB-12415,Christy Brittain,United States,Columbus,Ohio,TEC-CO-10001449,Copiers,Hewlett Packard LaserJet 3310 Copier,1439.976,4,191.9968,,Cards,,,7,2019,True,False,False,False,True,False,False,661.3684200000004
2156,CA-2019-111115,2019-07-25,27-07-2019,Second Class,LB-16735,Larry Blacks,United States,Los Angeles,California,OFF-FA-10000624,Fasteners,OIC Binder Clips,21.48,6,10.74,,COD,,,7,2019,False,False,True,True,False,False,False,32.60134000000001
3010,CA-2019-115525,2019-07-25,29-07-2019,Standard Class,RR-19525,Rick Reed,United States,Toledo,Ohio,OFF-AP-10000026,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,243.88,5,27.4365,,Online,,,7,2019,True,False,False,True,False,True,False,118.8858399999999
3106,CA-2019-103037,2019-07-25,29-07-2019,Standard Class,KH-16630,Ken Heidel,United States,Houston,Texas,OFF-LA-10004345,Labels,Avery 493,15.712,4,5.6956,,Cards,,,7,2019,False,False,False,True,False,True,False,36.84986
3579,CA-2019-104157,2019-07-25,29-07-2019,Standard Class,MT-17815,Meg Tillman,United States,Jackson,Mississippi,OFF-ST-10000321,Storage,Akro Stacking Bins,7.89,1,0.3156,,Cards,,,7,2019,False,True,False,True,False,False,False,24.476259999999996
3580,CA-2019-104157,2019-07-25,29-07-2019,Standard Class,MT-17815,Meg Tillman,United States,Jackson,Mississippi,OFF-PA-10004665,Paper,Advantus Motivational Note Cards,65.5,5,32.095,,Online,,,7,2019,False,True,False,True,False,False,False,93.42618
3581,CA-2019-104157,2019-07-25,29-07-2019,Standard Class,MT-17815,Meg Tillman,United States,Jackson,Mississippi,FUR-TA-10004915,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",2430.08,8,388.8128,,Online,,,7,2019,False,True,False,False,False,False,False,1432.9605999999997
5244,CA-2019-149454,2019-07-25,26-07-2019,First Class,KM-16375,Katherine Murray,United States,Arlington,Virginia,OFF-BI-10003694,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",10.44,1,4.8024,,Online,,,7,2019,False,True,False,True,False,False,True,26.951740000000022
5446,CA-2019-128307,2019-07-25,29-07-2019,Standard Class,BE-11335,Bill Eplett,United States,Houston,Texas,OFF-EN-10003040,Envelopes,Quality Park Security Envelopes,20.936,1,7.0659,,COD,,,7,2019,False,False,False,True,False,False,True,120.83592000000003
8309,CA-2019-149335,2019-07-25,25-07-2019,Same Day,BC-11125,Becky Castell,United States,San Francisco,California,OFF-AR-10001419,Art,Newell 325,37.17,9,11.151,,Cards,,,7,2019,False,False,True,True,False,False,True,58.131500000000024
9891,US-2019-115441,2019-07-25,28-07-2019,Second Class,SH-19975,Sally Hughsby,United States,Milwaukee,Wisconsin,OFF-PA-10004996,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",20.62,2,9.6914,,COD,,,7,2019,False,False,False,True,False,True,False,49.661239999999935
9892,US-2019-115441,2019-07-25,28-07-2019,Second Class,SH-19975,Sally Hughsby,United States,Milwaukee,Wisconsin,TEC-AC-10003116,Accessories,Memorex Froggy Flash Drive 8 GB,124.25,7,48.4575,,Cards,,,7,2019,False,False,False,False,True,True,False,184.75087999999997
9893,US-2019-115441,2019-07-25,28-07-2019,Second Class,SH-19975,Sally Hughsby,United States,Milwaukee,Wisconsin,TEC-PH-10002262,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,297.55,5,83.314,,Online,,,7,2019,False,False,False,False,True,True,False,424.3237200000003
9894,US-2019-115441,2019-07-25,28-07-2019,Second Class,SH-19975,Sally Hughsby,United States,Milwaukee,Wisconsin,FUR-CH-10004626,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,403.56,4,96.8544,,COD,,,7,2019,False,False,False,False,False,True,False,426.27381999999966
9895,US-2019-115441,2019-07-25,28-07-2019,Second Class,SH-19975,Sally Hughsby,United States,Milwaukee,Wisconsin,FUR-FU-10001756,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",95.2,5,27.608,,Online,,,7,2019,False,False,False,False,False,True,False,214.69417500000003
5679,CA-2019-143924,2019-07-28,03-08-2019,Standard Class,SC-20680,Steve Carroll,United States,Holland,Michigan,OFF-FA-10000735,Fasteners,Staples,20.44,7,9.198,,COD,,,7,2019,False,False,False,True,False,False,True,40.89026000000004
5680,CA-2019-143924,2019-07-28,03-08-2019,Standard Class,SC-20680,Steve Carroll,United States,Holland,Michigan,OFF-PA-10002120,Paper,Xerox 1889,109.92,2,53.8608,,Cards,,,7,2019,False,False,False,True,False,False,True,164.42735999999996
6927,CA-2019-140046,2019-07-28,03-08-2019,Standard Class,KM-16660,Khloe Miller,United States,Los Angeles,California,OFF-LA-10000305,Labels,Avery 495,18.9,3,8.694,,COD,,,7,2019,False,False,True,True,False,False,False,39.04654000000003
8632,CA-2019-107783,2019-07-28,29-07-2019,First Class,OT-18730,Olvera Toch,United States,Bethlehem,Pennsylvania,FUR-BO-10004409,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",177.45,5,-78.078,,Online,,,7,2019,True,False,False,False,False,False,False,239.5712100000004
8633,CA-2019-107783,2019-07-28,29-07-2019,First Class,OT-18730,Olvera Toch,United States,Bethlehem,Pennsylvania,OFF-BI-10000545,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1369.764,6,-913.176,,Online,,,7,2019,True,False,False,True,False,False,False,2404.066729999998
8634,CA-2019-107783,2019-07-28,29-07-2019,First Class,OT-18730,Olvera Toch,United States,Bethlehem,Pennsylvania,OFF-AP-10004052,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",9.48,3,0.711,,Online,,,7,2019,True,False,False,True,False,False,False,31.647040000000008
9592,US-2019-105452,2019-07-28,01-08-2019,Standard Class,BF-11005,Barry Franz,United States,Pasadena,Texas,FUR-FU-10003691,Furnishings,"Eldon Image Series Desk Accessories, Ebony",24.7,5,-9.88,,Cards,,,7,2019,False,False,False,False,False,False,True,103.52551999999997
9593,US-2019-105452,2019-07-28,01-08-2019,Standard Class,BF-11005,Barry Franz,United States,Pasadena,Texas,FUR-FU-10003806,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",302.72,5,-378.4,,Online,,,7,2019,False,False,False,False,False,False,True,584.689042
3445,CA-2019-116344,2019-07-29,02-08-2019,Standard Class,JO-15145,Jack O'Briant,United States,Philadelphia,Pennsylvania,OFF-ST-10001713,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",84.784,2,-16.9568,,Cards,,,7,2019,True,False,False,True,False,True,False,88.38091999999993
4879,US-2019-131891,2019-07-29,31-07-2019,First Class,PW-19240,Pierre Wener,United States,Pensacola,Florida,OFF-BI-10000201,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",2.214,3,-1.476,,Cards,,,7,2019,False,True,False,True,False,False,False,26.150519999999982
8649,CA-2019-164574,2019-07-29,03-08-2019,Standard Class,RH-19555,Ritsa Hightower,United States,Charlotte,North Carolina,OFF-ST-10003816,Storage,Fellowes High-Stak Drawer Files,704.76,5,26.4285,,Online,,,7,2019,False,True,False,True,False,False,False,488.9814800000003
8650,CA-2019-164574,2019-07-29,03-08-2019,Standard Class,RH-19555,Ritsa Hightower,United States,Charlotte,North Carolina,OFF-BI-10002429,Binders,"Premier Elliptical Ring Binder, Black",27.396,3,-20.0904,,Cards,,,7,2019,False,True,False,True,False,False,False,71.75106000000001
2174,CA-2019-112025,2019-07-30,04-08-2019,Standard Class,LS-16975,Lindsay Shagiari,United States,Houston,Texas,OFF-BI-10002353,Binders,GBC VeloBind Cover Sets,9.264,3,-13.896,,COD,,,7,2019,False,False,False,True,False,False,True,25.143149999999988
7455,CA-2019-137743,2019-07-30,04-08-2019,Standard Class,KH-16360,Katherine Hughes,United States,Chicago,Illinois,OFF-LA-10003663,Labels,Avery 498,9.248,4,3.1212,,COD,,,7,2019,False,False,False,True,False,False,False,31.55618000000002
7456,CA-2019-137743,2019-07-30,04-08-2019,Standard Class,KH-16360,Katherine Hughes,United States,Chicago,Illinois,OFF-ST-10001780,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1036.624,2,51.8312,,COD,,,7,2019,False,False,False,True,False,False,False,672.5156000000009
7908,CA-2019-112585,2019-07-30,02-08-2019,First Class,RW-19630,Rob Williams,United States,San Francisco,California,OFF-AP-10003849,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,715.64,2,178.91,,COD,,,7,2019,False,False,True,True,False,True,False,746.6425399999996
4672,CA-2019-133550,2019-07-31,06-08-2019,Standard Class,KL-16645,Ken Lonsdale,United States,Detroit,Michigan,OFF-AP-10001005,Appliances,Honeywell Quietcare HEPA Air Cleaner,283.14,4,72.358,,Online,,,7,2019,False,False,False,True,False,False,False,276.27911999999975
4673,CA-2019-133550,2019-07-31,06-08-2019,Standard Class,KL-16645,Ken Lonsdale,United States,Detroit,Michigan,TEC-PH-10004042,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,635.96,4,165.3496,,Online,,,7,2019,False,False,False,False,True,False,False,612.1932399999996
4674,CA-2019-133550,2019-07-31,06-08-2019,Standard Class,KL-16645,Ken Lonsdale,United States,Detroit,Michigan,TEC-PH-10001079,Phones,Polycom SoundPoint Pro SE-225 Corded phone,118.99,1,33.3172,,COD,,,7,2019,False,False,False,False,True,False,False,220.7865400000001
